,timestamp,landmarks
0,0.0,"{'Head_end': [0.6209186911582947, 0.5200471878051758, -1.8175255060195923], 'UpperArmL': [0.9432908892631531, 0.9787657260894775, -0.41932883858680725], 'UpperArmR': [0.2670608162879944, 0.9568254947662354, -0.6652448177337646], 'LoweArmL': [1.1687555313110352, 1.499388575553894, -0.9959858655929565], 'LoweArmR': [0.04691427946090698, 1.4864330291748047, -1.48240065574646], 'HandL': [1.0577558279037476, 1.6792473793029785, -2.1169941425323486], 'HandR': [0.23056209087371826, 1.2229580879211426, -2.7761011123657227], 'Hip.L': [0.8517543077468872, 2.1379554271698, -0.02724551595747471], 'Hip.R': [0.3736239969730377, 2.115199565887451, 0.034943751990795135], 'ShinL': [0.7828855514526367, 3.076328754425049, -0.1092662438750267], 'ShinR': [0.35448527336120605, 3.0268428325653076, -0.22924980521202087], 'FootL': [0.7496908903121948, 3.913388967514038, 0.7668710350990295], 'FootR': [0.3304907977581024, 3.8803842067718506, 0.3971070945262909], 'FootL_end': [0.6864756345748901, 4.154599189758301, -0.27998271584510803], 'FootR_end': [0.40309733152389526, 4.143073558807373, -0.7256779074668884]}"
1,133.3332999944687,"{'Head_end': [0.6191920042037964, 0.5267898440361023, -1.7095003128051758], 'UpperArmL': [0.9392503499984741, 0.9656785130500793, -0.4078168272972107], 'UpperArmR': [0.2862918972969055, 0.9590192437171936, -0.63465416431427], 'LoweArmL': [1.1663506031036377, 1.3487478494644165, -0.952620804309845], 'LoweArmR': [0.08312160521745682, 1.478155255317688, -1.0333219766616821], 'HandL': [1.012820839881897, 1.3070818185806274, -1.8833181858062744], 'HandR': [0.20518238842487335, 1.5864739418029785, -1.931885004043579], 'Hip.L': [0.8443590998649597, 2.165461301803589, -0.03053714707493782], 'Hip.R': [0.3849450945854187, 2.1564767360687256, 0.03784717991948128], 'ShinL': [0.7852431535720825, 3.0725417137145996, -0.14653179049491882], 'ShinR': [0.4050205647945404, 3.0236735343933105, -0.41628655791282654], 'FootL': [0.7843491435050964, 3.9108994007110596, 0.5604797601699829], 'FootR': [0.41107791662216187, 3.88033127784729, 0.05275114253163338], 'FootL_end': [0.7237712740898132, 4.155991077423096, -0.37798118591308594], 'FootR_end': [0.4708091616630554, 4.142821311950684, -0.9520586729049683]}"
2,299.99999998509884,"{'Head_end': [0.6140186786651611, 0.5264431834220886, -1.8227306604385376], 'UpperArmL': [0.938372015953064, 0.9632387757301331, -0.5532798767089844], 'UpperArmR': [0.28545302152633667, 0.9692062139511108, -0.7333068251609802], 'LoweArmL': [1.1658674478530884, 1.3101675510406494, -1.204240083694458], 'LoweArmR': [0.09965426474809647, 1.4977145195007324, -1.1533125638961792], 'HandL': [1.0180394649505615, 1.2980906963348389, -2.3026771545410156], 'HandR': [0.20683534443378448, 1.7051335573196411, -2.0648980140686035], 'Hip.L': [0.8455846905708313, 2.202346086502075, -0.04169871658086777], 'Hip.R': [0.3950842618942261, 2.2039647102355957, 0.04844934493303299], 'ShinL': [0.8202657699584961, 3.0639522075653076, -0.6051596999168396], 'ShinR': [0.44196492433547974, 3.0090765953063965, -0.8274561762809753], 'FootL': [0.8687599301338196, 3.9075112342834473, 0.16961868107318878], 'FootR': [0.49616336822509766, 3.8798439502716064, -0.29326003789901733], 'FootL_end': [0.8081880807876587, 4.159933567047119, -0.7598799467086792], 'FootR_end': [0.554775595664978, 4.14281702041626, -1.267271637916565]}"
3,499.99999998509884,"{'Head_end': [0.6124783754348755, 0.5255009531974792, -1.7921940088272095], 'UpperArmL': [0.936080276966095, 0.9592147469520569, -0.5175684690475464], 'UpperArmR': [0.2847573161125183, 0.9701992273330688, -0.7295910716056824], 'LoweArmL': [1.1665204763412476, 1.2297370433807373, -1.1805140972137451], 'LoweArmR': [0.0944807305932045, 1.4850001335144043, -1.1994402408599854], 'HandL': [1.017083764076233, 1.211126685142517, -2.2451331615448], 'HandR': [0.19307342171669006, 1.6269962787628174, -2.1832337379455566], 'Hip.L': [0.8444091081619263, 2.2097878456115723, -0.042385805398225784], 'Hip.R': [0.3993705213069916, 2.216376781463623, 0.049007922410964966], 'ShinL': [0.8267084956169128, 3.0473108291625977, -0.489123672246933], 'ShinR': [0.4471849799156189, 2.998964548110962, -0.7597024440765381], 'FootL': [0.8862072229385376, 3.9023826122283936, 0.16297078132629395], 'FootR': [0.5137937068939209, 3.8799469470977783, -0.3285622000694275], 'FootL_end': [0.8379926681518555, 4.158444881439209, -0.7558616399765015], 'FootR_end': [0.5781153440475464, 4.143067836761475, -1.2890543937683105]}"
4,733.3332999795675,"{'Head_end': [0.61159747838974, 0.5262937545776367, -1.765626311302185], 'UpperArmL': [0.9311884045600891, 0.9548909068107605, -0.512355625629425], 'UpperArmR': [0.28425174951553345, 0.9598067402839661, -0.5674076080322266], 'LoweArmL': [1.1681461334228516, 1.1452343463897705, -1.4468026161193848], 'LoweArmR': [0.01189647987484932, 1.21549654006958, -1.4959028959274292], 'HandL': [1.0117920637130737, 1.0129055976867676, -2.5018980503082275], 'HandR': [0.14659541845321655, 0.9935628175735474, -2.8037917613983154], 'Hip.L': [0.8305299878120422, 2.2163712978363037, -0.08130011707544327], 'Hip.R': [0.39884114265441895, 2.216507911682129, 0.08739218860864639], 'ShinL': [0.8198689222335815, 2.8232858180999756, -0.735985517501831], 'ShinR': [0.39750054478645325, 2.800189733505249, -0.9241631627082825], 'FootL': [0.863010585308075, 3.7011117935180664, -0.0047583975829184055], 'FootR': [0.48948556184768677, 3.6611313819885254, -0.3488577902317047], 'FootL_end': [0.8146087527275085, 3.9323744773864746, -0.8661642074584961], 'FootR_end': [0.5446867346763611, 3.9263980388641357, -1.248180866241455]}"
5,1099.9999999701977,"{'Head_end': [0.6138306260108948, 0.5297328233718872, -1.5634706020355225], 'UpperArmL': [0.9285920262336731, 0.9496150612831116, -0.31060293316841125], 'UpperArmR': [0.2825319170951843, 0.9405152797698975, -0.45656734704971313], 'LoweArmL': [1.1336183547973633, 1.1918212175369263, -1.1418914794921875], 'LoweArmR': [0.01827915385365486, 1.0314034223556519, -1.3441476821899414], 'HandL': [0.9562328457832336, 1.1104298830032349, -2.0869789123535156], 'HandR': [0.14117582142353058, 1.074465274810791, -2.4508938789367676], 'Hip.L': [0.8239531517028809, 2.211311101913452, -0.07862304151058197], 'Hip.R': [0.39873194694519043, 2.208991527557373, 0.0843169242143631], 'ShinL': [0.8149288296699524, 2.8913280963897705, -0.6334632039070129], 'ShinR': [0.40086889266967773, 2.8554296493530273, -0.7191662192344666], 'FootL': [0.8505746722221375, 3.74949312210083, -0.10836216062307358], 'FootR': [0.4697656035423279, 3.6868529319763184, -0.42925649881362915], 'FootL_end': [0.7990708351135254, 3.952110767364502, -1.0128546953201294], 'FootR_end': [0.5277705192565918, 3.9634788036346436, -1.380820870399475]}"
6,1499.9999999701977,"{'Head_end': [0.6207038164138794, 0.5348783731460571, -1.5516806840896606], 'UpperArmL': [0.9127504229545593, 0.9496971964836121, -0.18340231478214264], 'UpperArmR': [0.2681728005409241, 0.9362148642539978, -0.513603925704956], 'LoweArmL': [1.1125255823135376, 1.1846585273742676, -0.7558137774467468], 'LoweArmR': [0.011519694700837135, 1.1167999505996704, -1.2545592784881592], 'HandL': [0.9370249509811401, 1.0160562992095947, -1.5623929500579834], 'HandR': [0.12440057843923569, 1.2723852396011353, -2.1382155418395996], 'Hip.L': [0.7926294207572937, 2.2155697345733643, 0.0006521054310724139], 'Hip.R': [0.37857532501220703, 2.2093706130981445, 0.00502992095425725], 'ShinL': [0.7791488766670227, 2.9087955951690674, -0.5347431302070618], 'ShinR': [0.39398717880249023, 2.8612866401672363, -0.6583900451660156], 'FootL': [0.8148069381713867, 3.783379554748535, 0.027182359248399734], 'FootR': [0.45163410902023315, 3.768791437149048, -0.34483566880226135], 'FootL_end': [0.7740410566329956, 4.034908771514893, -0.8750500679016113], 'FootR_end': [0.5248204469680786, 4.053705215454102, -1.3059179782867432]}"
7,1933.3332999646664,"{'Head_end': [0.6279293894767761, 0.5379791855812073, -1.4687615633010864], 'UpperArmL': [0.9231219291687012, 0.9469395875930786, -0.25271278619766235], 'UpperArmR': [0.3078975975513458, 0.9385872483253479, -0.33012327551841736], 'LoweArmL': [1.1176761388778687, 1.1710853576660156, -1.2553460597991943], 'LoweArmR': [0.10317711532115936, 1.1547996997833252, -1.2695119380950928], 'HandL': [0.939715564250946, 0.9748808145523071, -2.173092842102051], 'HandR': [0.19518783688545227, 1.1962456703186035, -2.558825969696045], 'Hip.L': [0.8585189580917358, 2.2133092880249023, -0.0792565792798996], 'Hip.R': [0.4517177939414978, 2.2117199897766113, 0.08525000512599945], 'ShinL': [0.8638493418693542, 2.9361281394958496, -0.5990208983421326], 'ShinR': [0.4456173777580261, 2.874181032180786, -0.6569520235061646], 'FootL': [0.925524115562439, 3.816772222518921, -0.08016642928123474], 'FootR': [0.5751902461051941, 3.7778964042663574, -0.3452606797218323], 'FootL_end': [0.8745681643486023, 4.046933650970459, -0.9747198820114136], 'FootR_end': [0.6130243539810181, 4.061854839324951, -1.235114574432373]}"
8,2399.9999999552965,"{'Head_end': [0.6285915374755859, 0.5392748117446899, -1.5150396823883057], 'UpperArmL': [0.923343300819397, 0.9471120238304138, -0.3233383297920227], 'UpperArmR': [0.30109259486198425, 0.9442795515060425, -0.378219872713089], 'LoweArmL': [1.1063984632492065, 1.1841849088668823, -1.5154333114624023], 'LoweArmR': [0.0936337560415268, 1.2277358770370483, -1.6073709726333618], 'HandL': [0.9375551342964172, 0.9641596674919128, -2.63789963722229], 'HandR': [0.1790143847465515, 1.1068649291992188, -3.1423919200897217], 'Hip.L': [0.8560863733291626, 2.2384397983551025, -0.09029543399810791], 'Hip.R': [0.4407155513763428, 2.245635509490967, 0.09666764736175537], 'ShinL': [0.8569720387458801, 2.8754990100860596, -0.8190088272094727], 'ShinR': [0.4138221740722656, 2.850893974304199, -1.0110019445419312], 'FootL': [0.9214708209037781, 3.785407066345215, -0.20874206721782684], 'FootR': [0.5548032522201538, 3.7565925121307373, -0.5663154125213623], 'FootL_end': [0.8793134689331055, 4.024284839630127, -1.091281533241272], 'FootR_end': [0.608360230922699, 4.040468215942383, -1.4473955631256104]}"
9,2899.9999999552965,"{'Head_end': [0.6389251351356506, 0.5397352576255798, -1.5329558849334717], 'UpperArmL': [0.924385666847229, 0.9469249248504639, -0.4263957440853119], 'UpperArmR': [0.3075093924999237, 0.9546088576316833, -0.4065220355987549], 'LoweArmL': [1.1105372905731201, 1.1541987657546997, -1.6561607122421265], 'LoweArmR': [0.09088420122861862, 1.2380414009094238, -1.6306178569793701], 'HandL': [0.9468313455581665, 0.8847900032997131, -2.8106658458709717], 'HandR': [0.1792302131652832, 1.0548380613327026, -3.1267969608306885], 'Hip.L': [0.8652229309082031, 2.242065191268921, -0.10380323231220245], 'Hip.R': [0.45256561040878296, 2.254511594772339, 0.11054204404354095], 'ShinL': [0.857811450958252, 2.743549346923828, -0.8582903146743774], 'ShinR': [0.3963667154312134, 2.769355058670044, -0.9749371409416199], 'FootL': [0.9189431071281433, 3.649552345275879, -0.2532889246940613], 'FootR': [0.555526077747345, 3.616821527481079, -0.5223032236099243], 'FootL_end': [0.8882500529289246, 3.8388259410858154, -1.1357744932174683], 'FootR_end': [0.6077172756195068, 3.8610117435455322, -1.3960692882537842]}"
